ID;Вода,г;белки,г;жиры,г;НЖК,г;ПНЖК,г;Холестерин,г;Моно-дисахариды,г;Крахмал,г;Углеводы,г;Пищ.волокна,г;Орг.кислоты,г;Зола,г;Na (натрий),мг;K (калий),мг;Ca (кальций),мг;Mg (магний),мг;P,мг;Fe (железо),мг;A,мкг;Бета-каротин,мкг;Ретиноловый эквивалент,мкг;Токоферолэквивалент,мкг;B1,мг;B2,мг;PP,мг;Ниациновый эквивалент,мкг;C,мкг;Алкоголь,%;ЭЦ,ккал
54-101-018-01;7085,092564;695085,2113;1452964,143;1015442,091;2865,90367;15608,31022;407677,4813;1360983,202;218063,5486;310613,1534;1557628,911;1207564,72;44698,84285;37166,68134;27143,40869;39104,09847;26518,18695;915793,0085;6254,824394;5776,810804;29803,46792;1464525,191;13550508,37;10753412,33;1560716,732;750969,2479;162756,6222;42920,12012;13873,74278
54-101-017-01;5919,157712;901185,9872;1046850,275;746257,0365;1284,998193;12447,16683;130077,2475;628885,7089;62176,62535;232393,3648;1161536,356;1215816,149;83578,79062;38559,12449;26347,33755;46447,95607;29072,77533;693609,0752;7249,420242;5718,521763;27223,2979;1120016,98;8249849,861;7754278,337;892533,9925;525884,8022;55371,37426;14300;9028,885177
54-101-016-01;12459,48881;744709,1425;1719152,37;1162490,538;3145,260999;13026,38083;382582,0219;1548285,716;185846,1388;572774,4684;1671653,266;1195296,759;52973,15692;38555,86104;33164,20211;49067,32164;27721,911;835448,532;4471,904948;9265,25044;46057,95364;1945760,415;15671777,81;14027991,01;1551669,343;908712,7079;108753,5527;103616,9013;13496,26249
54-101-013-01;3714,483006;737362,5662;358858,3108;316239,7522;850,6345566;7011,478524;126910,4529;311661,7876;55906,25434;130200,8169;509978,5617;884469,0495;70956,50536;18983,96793;18519,0898;32204,70234;20258,26663;415324,7504;1792,45856;2268,618661;11604,77715;421486,6134;4219729,958;3762875,519;345047,1777;189765,6821;35892,09739;6791,363636;5482,417248
54-101-010-01;11959,53362;1006569,065;898137,244;1137982,563;5142,532666;16124,97794;183536,6293;948965,9286;95592,64492;269008,5771;1000921,664;1413474,927;81215,89281;39665,80358;27841,43615;52245,31388;30250,74254;842810,8352;8258,822585;10288,96385;45245,13873;987999,1002;9709929,757;10175638,97;1082026,414;683501,6987;73204,1381;11466,66667;9735,152497
54-101-009-02;6577,669339;861075,0298;794759,8719;416481,1086;1452,574352;13768,16631;314179,7021;631730,442;157686,806;368191,8437;926344,5168;1098939,594;71723,28503;21516,53819;28267,55494;41327,70864;25342,90041;697684,005;6456,710189;5216,473398;21225,64244;1208024,047;9825649,282;6711449,745;817861,333;451447,7446;85968,68073;1383,567943;9466,544932
54-101-009-01;5801,531494;1306336,706;705050,2737;493879,7143;630,2218515;21519,26831;134772,6853;458859,2715;78913,17817;203386,8598;1426520,722;1671379,482;128410,8799;42269,56383;28726,32752;60022,05314;35005,44552;1326856,8;11957,55867;7546,659981;37963,00723;850878,1096;8480329,201;6171807,955;1244206,793;467299,128;104114,4654;0;9940,034061
54-101-008-01;10683,20767;540752,9738;1077070,754;497130,7621;8267,094801;9435,552655;208775,3667;749675,7255;84752,15679;317967,6074;1273005,666;906372,007;41428,55276;37169,67859;23082,21165;34933,9422;21487,5901;581526,1595;4483,648836;6277,97415;24553,67125;1066699,099;9007429,038;7956004,2;869603,9871;477189,5194;99402,65244;43137,94294;7806,749651
54-101-007-01;3765,160766;147911,5624;493380,7292;520986,6117;848,6666667;10878,65292;74092,27586;504543,6409;27513,50979;84284,80424;559961,0855;454251,3418;10693,17876;32648,87781;8719,785552;16101,75197;5227,796267;419659,0065;3606,271733;5400,019596;21421,69585;523605,0918;6644805,037;5448189,949;629614,024;290620,5969;52725,27279;719,4886364;3836,134697
54-101-006-02;4401,245829;408379,3941;449426,1456;731427,5555;1055,757576;6910,488106;296584,1241;257547,2852;167123,4968;175710,7222;762924,0179;543840,0915;31099,82429;16533,04745;15314,27053;25620,54811;13600,31302;366264,4675;3132,025679;3421,589681;15395,59096;645926,5619;6288244,067;6239231,07;484488,6018;266774,9449;49892,72645;0;4967,971903
54-101-004-01;7623,944237;649227,634;1147888,516;976789,9051;1070,984848;21099,73759;418017,209;1112216,312;225059,2005;293539,4084;1624661,428;1278347,267;42691,99103;61292,37453;25295,57463;39980,22569;20493,12526;975582,9034;10444,70123;9517,84234;36350,47239;1358016,505;11170245,01;8162975,021;1232416,732;585827,5917;169741,9047;0;12711,50699
54-101-003-01;7678,447352;895458,2681;1080055,285;695866,2348;959,2370031;13079,16089;213140,5143;773711,3484;87031,80028;318541,8039;1170748,026;1535746,983;86419,54643;82689,3378;28955,54525;54506,56588;28157,32987;749311,5028;6469,124469;8456,156424;33967,63408;1243379,959;10318277,69;9086326,95;1057974,147;549927,7536;87618,26389;43528,125;9553,808498
54-101-002-01;5250,147571;899561,2872;595527,5299;431730,267;764,5791811;8440,840689;365073,514;572687,2158;175709,8774;161865,098;910766,5619;1318554,063;73484,04464;39176,68707;25590,7961;38221,53632;25369,99504;552945,0856;4855,602812;2126,099857;9658,442862;652583,8988;5468546,224;4387597,183;525920,7356;285038,0567;49807,79972;10385,44209;9604,58402
54-101-002-02;7482,981372;1528567,724;765175,0016;737673,2347;1660,206485;13683,39885;407500,8938;606578,6149;207345,1194;195431,0462;1267906,594;2083894,3;124760,746;25637,52528;39885,55578;60352,17468;43629,06665;1203190,216;7879,86036;6865,426783;19828,90697;854271,6303;9505890,176;7215089,749;1006958,644;531239,1718;63984,28611;23675;13027,18312
54-101-039-01;4236,673749;737114,5361;445583,259;196035,3216;2704,134557;4586,490376;134971,8005;278888,3068;67672,87801;190179,9257;379623,212;872857,0746;71411,58142;6400,40604;18922,34383;32446,84881;21566,71283;408538,7847;2504,58526;1649,172698;6806,884181;506196,2258;4687700,607;4409638,047;501519,585;242161,3795;60186,66469;100000;5105,084887
54-101-038-01;5073,739573;526558,5526;1021204,678;550047,7554;1050,833333;14672,18225;101589,5769;1037037,425;64167,82641;267118,2836;991086,0822;657501,3314;37583,43884;3945,097857;14827,51148;26859,54197;16937,52105;647531,9646;3099,004069;3536,951789;17673,98029;1062628,675;9534115,602;7407895,247;919694,0176;451428,6626;137747,9226;29319,48864;7813,956592
54-101-037-01;8908,749933;270729,7389;597649,4135;517534,4207;4841,094801;11926,77927;310463,5451;917863,2746;163237,6528;247000,7448;839131,8885;622549,7321;18096,50753;11990,26164;15063,32945;19331,63802;10751,6797;449209,0365;2914,242026;3188,290972;5940,332963;723644,0218;8138403,217;6080221,136;873263,3197;376456,8044;110509,129;100000;7769,243547
54-101-035-01;8726,351317;1130367,519;672733,434;787354,2982;446,6666667;14911,79755;712033,0999;1430370,392;360629,1887;167205,5959;1140312,284;1567412,189;78732,11473;8677,38085;32375,89297;35121,32967;32657,23176;599503,3058;7502,109046;3298,155145;17897,6868;672744,9555;6174867,652;5303039,7;854711,1827;482087,1036;39353,16607;0;15997,30794
54-101-034-01;7015,71206;507102,8777;1084638,753;866997,461;7728,543318;28513,0193;239612,5618;605919,6504;121584,7095;368957,0565;1488652,032;742539,3508;41229,47132;17644,18643;20682,48831;38488,96122;15871,87889;1310702,2;8810,043092;7264,180091;23963,54506;1102765,277;12234258,86;8042403,522;1444843,85;528480,1069;195651,5135;9024,69697;9442,748583
54-101-033-01;4102,84421;643225,0665;474061,5788;563263,3596;978,1895394;6924,454936;781988,9106;911809,0696;377452,1944;241351,3873;570461,2795;1218593,624;32633,20242;37256,64904;27076,4905;23391,21595;19032,91679;266416,0005;2307,127651;2689,90325;7268,19958;440606,6345;4100394,532;3513490,369;376925,6483;268121,1366;29871,74933;16553,45345;12432,90075
54-001-024-01;6862,894079;1104264,212;1008998,19;871237,3111;3049,655407;13107,69614;743202,2759;1215614,065;370071,1824;177084,869;959550,532;1765662,416;82269,78614;40078,5971;35590,79611;42228,00055;32126,42334;654309,1289;4927,294123;4536,196083;21547,74506;894554,7466;7436820,893;6523305,117;870175,6946;469215,3342;68616,98323;42900;16369,69824
54-102-020-01;5654,936153;446376,3328;997276,9414;480831,7557;1383,361361;13265,43749;202345,5065;510800,7179;83323,90972;201748,4622;1081818,43;862506,9032;36077,20874;37248,29855;20429,96965;30597,08735;13446,28664;825925,8018;6947,121941;3343,575505;14325,00602;862590,0857;8644964,284;7358951,818;883404,3398;357144,6813;68089,0907;10764,81794;6760,047292
54-102-044-02;2972,536397;702472,1057;293077,5384;204584,3379;1305,90367;3747,575047;56795,14336;108605,6552;25646,027;83847,26457;282615,804;954086,5169;69304,21031;37835,29168;16412,80601;31855,54992;20189,02864;332481,0707;2162,818616;2906,367424;13366,16599;304895,1239;2480184,593;2202919,922;264019,703;148218,1756;18418,0665;20,12012012;4181,432149
54-102-039-02;4415,386032;790980,5173;355346,2884;389229,5247;2138,588633;6023,64195;130300,5894;283238,8918;68819,66805;234231,8697;511112,5467;903785,1562;68360,5803;12593,16013;19518,34936;32869,85129;20641,40326;520446,8439;3002,933094;3818,958519;13699,86216;559003,3392;5316569,842;4126480,538;523254,9164;242128,2526;69516,35634;21739,60876;5418,356138
54-102-036-02;2055,1039;307377,0434;261844,7984;204013,927;227,2727273;5037,316972;42891,26461;167098,6729;20365,83717;47289,41694;297075,6729;359121,376;28390,25321;2849,389421;8112,631065;13114,34428;8962,354831;217974,1973;3455,012618;2791,478242;8413,999108;314735,5546;2474675,727;2556340,948;225820,7284;124650,4239;41629,55841;0;2485,55194
54-102-022-01;5885,13784;1447499,769;1004015,934;679411,7387;1355,333333;11511,04967;391747,4872;945558,8085;215548,7048;234935,6469;922626,9776;1947181,766;130314,0389;43844,6149;37118,62358;61013,1726;42784,33884;1069521,64;4041,548533;7833,036317;18544,19052;942998,6979;9836647,44;6023285,903;1086291,959;423056,5307;121270,8031;20,12012012;13839,60291
54-102-023-01;10677,16934;1028637,741;838860,4051;1261530,334;3626,801223;14924,45072;410414,8456;839407,7052;177914,7127;218121,3324;1214807,172;1772478,835;84969,78791;83051,00121;31477,35151;52272,06376;30236,59984;723809,2824;6973,649179;4592,120279;23395,75119;1080261,449;9138673,622;9587639,539;909860,8363;517462,126;58561,38313;2233,333333;12070,21581
54-102-023-02;8311,943427;551888,2821;736598,0071;810568,5198;6644,281052;12474,26513;425936,7193;636595,1651;175833,107;265022,2654;881486,5385;1030931,131;38350,54295;37101,62873;24287,55615;31420,34091;18190,88232;554256,3799;5461,762088;5006,911088;22051,31672;822866,9047;6947347,43;7114818,15;713557,0834;407130,3789;84752,13724;43548,24512;8883,221293
54-102-024-01;15817,78127;1246013,261;1163827,494;1012371;7629,40736;9378,096078;853128,9234;1373420,308;405225,8075;402817,1836;1185267,848;1941328,887;83037,22905;40531,25307;39829,36677;49476,03197;36944,01787;870386,8547;3795,524508;6112,799699;26377,83641;1211421,594;11051930,61;9678417,16;1154491,158;668210,4235;93527,37391;57291,36364;17915,83709
54-102-025-01;7544,484204;945077,1418;836126,1997;573631,7034;1288,933973;13796,15934;356819,7303;726503,3751;175270,3644;248557,9891;873822,5584;1234773,078;78355,74576;7819,406992;27828,18046;41141,19291;29843,64486;804070,0247;6210,159698;5989,456703;19612,72324;821606,3009;8682476,869;7711495,534;1066920,13;472563,9196;124333,7015;100000;10480,69002
54-001-005-01;7374,481015;749888,2849;1460979,365;1138261,299;4959,075289;27618,05491;782534,354;1608042,921;438934,2983;280076,8076;1792078,641;1761737,012;37320,67453;61131,09326;31157,92791;39246,16732;27926,51838;1168997,736;10944,0159;6434,635631;38268,09877;1206584,067;12570487,29;9242548,205;1825739,045;798527,0761;129587,6053;45133,33333;18651,94966
54-001-004-01;10494,83423;1314507,891;638051,2233;996991,3349;1942,746316;6677,162676;1216179,383;1503037,884;597667,9377;132143,0495;822418,7283;2209777,913;74887,93283;40999,94536;42613,94778;36237,40576;37081,36681;412202,619;3339,262848;2507,797215;12491,44196;477652,9846;5135677,465;4603745,059;666533,664;459628,9833;31223,46008;14928,125;21461,91384
54-001-003-01;8906,851267;1019273,765;891672,1165;905031,9345;7378,797394;20965,31822;462768,2095;1040790,643;216950,6576;285537,0382;1137832,738;1847789,283;85995,05854;84298,20056;34092,74345;53323,11175;31116,43456;866413,5881;10110,80552;6181,009241;29591,69381;1009847,739;9548438,11;8118600,995;1103182,678;572358,0615;71958,92788;20427,41179;12263,08449
54-001-002-01;8513,195895;588821,7663;755162,9215;741864,2111;3527,333333;8108,750246;403952,7046;850897,7767;206350,6409;205992,8047;1202541,071;1327285,532;47843,42218;80772,76461;23854,28631;37570,6571;19688,0838;503829,4447;4712,736468;3743,48852;19077,97617;817447,4559;8524860,822;6844595,508;735441,1302;419659,8334;58648,07383;2233,333333;10319,30523
54-001-001-01;16219,11509;1357628,385;3223543,404;1779309,725;2577,754883;33815,88677;831327,3183;2236130,777;739265,5841;613701,3033;2606071,801;2423489,448;114169,6447;86755,31783;46943,19435;85587,27719;52280,29084;1964846,127;8215,001086;15232,40402;57843,94217;3151091,334;25670268,79;16681123,91;3444192,987;1600005,481;272896,3913;2448,453453;22931,51351
54-502-004-01;5241,712175;339585,2093;724413,4943;668856,3079;2122,579574;4208,02651;325525,0039;720378,3314;160488,4632;161855,0493;710138,7166;1040442,273;19101,88126;77565,47196;17822,25938;23592,16583;12721,57467;284804,8982;2091,917953;3224,728895;17177,27049;712603,7866;5339917,888;4729867,355;586657,4858;413916,8968;42990,90321;91,36363636;8130,221313
54-502-009-01;4201,950562;757553,7919;875866,8574;1015314,982;883,0703364;5262,319215;1224668,636;1729636,784;612265,7658;132930,2921;993262,5007;1459901,45;13123,45594;4394,425181;30279,39465;14339,82477;23600,26462;780926,6601;2492,055067;6385,275005;23568,18649;647004,319;6547244,371;5557472,877;1054233,317;623966,3718;42959,29572;8131,988636;21176,94491
54-502-011-01;8420,00814;394057,5936;354036,0895;693458,2273;501,7919859;5509,505244;859094,5489;780856,5453;378401,0567;191376,3985;720962,7857;1202571,788;7459,055651;20081,46942;26435,69812;12441,68351;12010,28204;203347,4685;2743,454707;3497,20989;16016,25086;408069,2283;4442408,836;4215466,293;397367,6759;252723,2135;18924,34533;5523,620495;11934,67249
54-002-071-01;2429,109801;690164,1131;240327,4273;253319,6634;1181,528079;3399,046659;67831,79269;221233,9848;32158,03441;66785,51363;286503,8038;810092,1241;66690,69461;18508,14684;15325,45399;28231,1682;18659,99345;270634,197;1180,61553;1714,955827;7563,514553;218362,4539;2610010,01;2389319,083;218503,0404;134508,6518;20224,85089;0;4120,395436
54-101-027-01;5962,439677;566802,1193;819125,5317;571032,3682;1494,628516;4911,014904;342570,6738;858284,2814;175069,3476;173429,7005;830876,7056;1019320,353;41291,20695;36209,00961;20117,52452;26875,71059;18736,24899;479940,294;2282,503091;3326,274479;14974,81063;727953,9684;6391098,986;5367619,957;648113,3522;395437,6224;58811,51107;17272,94209;9205,035688
54-101-028-01;7273,140749;593171,0924;780741,5859;894577,3991;1966,979225;15211,0666;367518,3653;910640,7092;191015,4148;147718,9035;902433,2703;1052769,679;39198,06433;35730,65971;20850,15795;28613,37139;19133,01395;581719,0696;4608,47517;4443,035278;21048,80935;688548,2808;8271909,201;7083597,491;816922,4153;431197,2437;84141,50191;719,4886364;9708,305634
54-001-012-01;7241,2751;1046747,873;1153335,284;981826,5481;3947,240617;13177,3824;394063,6787;1037125,268;204361,6309;212674,5908;1001602,945;1389918,325;76714,25228;20426,27554;28900,2995;46492,90324;33664,71044;1124037,453;7328,218943;7340,760813;30326,75321;1072682,932;9067664,125;8791719,264;1227562,375;588447,866;98079,70981;14300;12832,37186
54-101-029-01;10700,05049;1608270,943;1038043,819;1023328,824;7204,102865;19436,50034;577504,4187;832388,7416;321946,6035;489578,2197;1725570,168;2032077,048;123652,5036;16103,79153;42831,78664;64258,42782;42151,149;1266193,918;9527,1605;5672,974887;27380,58737;1088191,903;10982881,23;8579738,599;1190127,367;515885,3067;120420,8403;44146,57197;15041,40339
54-101-029-02;12047,96376;1584461,704;627221,0782;909236,5421;1458,679594;13295,70909;503374,0899;808367,3929;289955,4234;397199,9294;1039790,946;1925458,571;122529,347;15277,54974;37314,15449;56858,61794;40824,62348;780341,7853;6929,966063;5189,079747;20762,16608;858766,0781;8688047,488;7400442,92;733249,7586;434257,0385;41287,93877;44146,57197;13363,22746
54-101-031-01;11766,34885;621789,0634;1426260,379;1102885,819;5497,187819;18144,37607;416156,4542;1221336,552;268579,2677;313940,6455;1649001,334;974254,4317;42909,22376;23150,52219;23156,83092;36991,9095;21119,337;1016760,222;7692,258451;7893,837098;34568,62757;1427745,27;13169727,92;10109580,54;1400716,816;651670,9271;176902,4665;2952,82197;12136,20387
54-101-032-01;5169,845562;843778,1364;863108,8213;709852,3505;5352,833333;14325,82029;176249,9745;481259,1492;73295,34136;210848,6248;1247295,25;1035628,829;73955,37706;20443,76387;24078,47695;41918,27699;24437,96954;876421,6266;6587,30371;4569,164581;25610,12718;976779,7081;8890223,703;6959163,22;960635,7935;443246,1917;110224,5668;111,4837565;8959,739799
54-002-016-01;18956,31346;3034481,767;4512717,591;4268915,384;848,6666667;10167,36502;433026,5135;3012289,265;241566,7524;1028628,364;2868742,746;4080143,315;219732,0825;95422,80374;83367,26225;138643,263;114545,7265;2587380,993;4237,427877;29487,69296;167026,9054;4186629,872;39732879,97;39847415,11;4443810,355;2959184,177;132358,7344;6742,942943;31028,62468
54-002-001-01;4112,519367;750409,7411;580068,0156;345099,6402;1388,755352;7868,876447;82411,47968;397293,1695;46200,84445;95829,55566;816454,3191;1042273,345;72083,2868;38322,70521;18268,24569;35583,1524;20485,19386;586738,3963;3595,474649;3199,5675;17984,77669;503769,0944;4886957,2;3464837,157;614894,8256;240907,1994;50977,51115;648,2451201;6074,998563
54-001-013-01;7634,012126;613139,4828;833473,3956;775441,4689;492,8613607;15248,40483;707942,7668;912549,6075;317036,2864;449480,1186;1168962,08;1186002,675;38176,86417;24023,58274;28587,94168;37172,09201;21109,60748;628747,4241;6285,903516;4311,135768;20817,95424;1196264,974;10802118,74;8277831,668;869995,0678;498394,5837;92791,77267;43619,48864;11264,21849
54-002-021-01;7173,090397;814262,8236;647607,3561;564831,7677;3250,074026;7327,447589;145259,598;433414,9206;100188,7117;196940,3999;816435,0227;883989,226;73254,13018;6496,389069;21017,59376;35630,67452;24222,18602;467642,9917;3938,772705;3600,393344;17093,73322;854254,5709;6158777,138;6569840,198;636265,8674;377834,3739;53665,98436;42900;6543,832538
54-002-020-01;7250,592607;1642898,165;481877,1618;420223,1831;870,3103345;7093,810689;123697,216;387631,9633;62613,43315;183010,4497;555768,0657;2241272,51;163882,6293;89452,864;36650,27937;71996,16767;44652,63741;659077,2996;3745,639098;3013,298488;13842,46191;626326,4414;5463265,605;4525231,587;419280,104;271284,4183;34034,94283;8060,74512;8943,135668
